,tid,status,tag,date,title,clean_content
71,27371,求助中,官方发言,2017-9-20,车厂原装用户2.X数据安装操作说明, 本帖最后由 高德-小德 于 2017-9-20 17:19 编辑   概述：支持两种方式对离线地图进行更新，分别是联网下载更新或U盘更新，详细操作方法如下：详细操作方法如下：  方式一：程序内数据联网下载更新进入【更多】--【离线数据】，选择有更新提示的城市进行更新。              Offline Data.png (116.95 KB， 下载次数: 16)    下载附件        2017-9-20 16:40 上传                注：此功能需要车机连接网络               update.png (121.83 KB， 下载次数: 3)    下载附件        2017-9-20 16:47 上传                    方式二：U盘更新（通过U盘拷贝在官网下载的新数据到车机内）步骤一：在官网下载地图数据，可选择下载全国地图数据或分省地图数据。下载全国地图数据后，选择右键解压到当前文件夹即amapauto8文件夹；若下载多个分省地图数据后，全选并右键解压到当前文件夹即amapauto8文件夹。     步骤二：将解压后的数据存放于U盘根目录，进入【离线数据】页面，选择【U盘更新】。     步骤三：车机将自动识别您U盘中的数据，您可根据需要选择需要更新的数据。     步骤四：根据需要选择任意城市的数据。     完成更新。               车厂原装用户2.X数据安装操作说明.pdf    (512.77 KB， 下载次数: 40)        2017-9-20 17:19 上传  点击文件名下载附件              
72,28803,求助中,车友分享,2017-12-29,【更新】12.29紧急修复BUG~~2.8.2最新版app下载~~,程序员辛苦了~~  论坛管理员辛苦了 ！！！   请广大车友积极参加测试~！~    http://www.amapauto.com/                    捕获.JPG (42.36 KB， 下载次数: 1)    下载附件        3&nbsp;天前 上传                        
73,28833,求助中,用户建议,2017-12-30,请问12.29版本的车机版支持竖屏否？？？！！,请问12.29版本的车机版支持竖屏否？？？！！
74,28800,已解决,导航,2017-12-29,12.29放出的app解决了12.26放出app出现的问题了么？,如题，http://lbsbbs.amap.com/forum.php ... mp;page=1#pid129678  有谁知道12.29放出的app解决设置不能保存的问题了么？                                                            amap_136****3235A5xmXXuNH 获得最佳答案
75,28704,求助中,官方发言,2017-12-27,强烈建议高德公司开发地图导航车机版能够支持横竖屏,强烈建议高德公司开发地图导航车机版能够支持横竖屏切换，  每次前往官网查看版本更新都木有支持，  如果说高德公司缺钱木有人开发也就算了，  可是现在好歹也有阿里巴巴集团这一强大的后盾！
76,28832,求助中,导航,2017-12-30,请问12.29版本的车机版支持竖屏否？？？！！,请问12.29版本的车机版支持竖屏否？？？！！
77,28727,已解决,用户建议,2017-12-27,2.8.2版本反馈..., 本帖最后由 liuqiancx 于 2017-12-27 14:01 编辑   将之前2.8.1所有数据删除、软件卸载后，重新安装2.8.2，安装好后，在断网状态下，对内置输入法、车牌号、亮度等设置好后，关闭软件，再重新打开就恢复到了默认设置，在有网络账号登陆状态下没变化。另地图界面设置好3D模式后，重启后又是2D模式。车机版本见附图。                                                            amap_136****3235A5xmXXuNH 获得最佳答案
78,28820,已解决,,2017-12-29,12月29日V2.8.2.1363的重大问题,就是我不能发现问题 不开心                                                          amap_133****7778WYJzIwfu 获得最佳答案
79,28812,求助中,,2017-12-29,新版本模拟导航有区间测速了,新版本模拟导航gang有区间测速了
80,28814,已解决,地图数据,2017-12-29,2.8.2下载离线地图是下V2.0公众版还是V3.0公众版？,2.8.2下载离线地图是下V2.0公众版还是V3.0公众版？                                                            amap_136****3235A5xmXXuNH 获得最佳答案
81,28801,求助中,,2017-12-29,关于新版,新版不靠谱啊，闪退，延时严重，得退回之前版本，以前的版本都没自动退了...
82,28815,求助中,导航,2017-12-29,下载分省地图问题,下载了分省地图，然后按照官方的说法全选&nbsp;&nbsp;右键解压到当前文件夹 ，出现这个 要怎么选
83,28822,求助中,地图数据,2017-12-29,版地图数据2.8.2版，每次下载到最车机后都出错。,版地图数据2.8.2版，每次下载到最车机后都出错，请问这是怎么回事儿？有谁能解释一下？
84,28741,求助中,导航,2017-12-27,又一次被高德坑了,周末想要跟女票到一家没去过的电影院看电影。用高德车机版导航，结果高德很成功的把我导去了 小路，一车仅仅能过，这还没什么这小路最终还到不了目的地！  导航路线是珠海市的南丰汇景湾-&gt;中山艾尚巨幕  还有高德的路口拐弯十分不友好，特别是相邻两个路口靠得很近的时候根本不知道进入哪个路口啊。
85,28717,求助中,高德地图车镜版,2017-12-27,请问 车镜版 大概什么时间能进入3.0时代,请问 车镜版 大概什么时间能进入3.0时代
86,28790,求助中,用户建议,2017-12-28,2.8.2版本稳定性很差,昨晚装了2.8.2版本，当时试了下导航，选好目的地，选好导航路线开始导航后，直接闪退，然后再打开高德，点击“继续导航”，才能开始导航。  今天早上同样状况，同样闪退，重开导航点击“继续导航”，开始导航；  下午同样状况，同样闪退，重开导航点击“继续导航”，开始导航；     以前用2.4和2.8.1版本没有这个问题，希望高德能尽快升级解决。
87,28755,求助中,用户建议,2017-12-28,请问高德公司什么时候能开发支持横竖屏两种模式切换？,①今年不可能了┏༼ •́ ╭╮ •̀ ༽┓！！！  ②明年有希望吗ɖී؀ීϸ？？？  ③还是2019年后再等等┌∩┐╭˵ಥ o ಥ˵╮┌∩┐？？？  ④还是算了ᕦ( ̿ ﹏ ̿ )ᕤ？？？
88,28799,已解决,,2017-12-29,升级guanwangV2.8.2.1363后的问题, 本帖最后由 左少奇 于 2017-12-29 09:35 编辑   好像查看离线地图好久都进不去，时间有点长，好像读取速度有点慢。2.8.1的版本就很快。今天出现了一次闪退。我的车机从来没有出现闪退过的今天出现了。我的车机是1016款吉利帝豪。等下中午再试下看看。高德加油呀！我会一直支持的。                                                          amap_136****3235A5xmXXuNH 获得最佳答案
89,28816,求助中,适配,2017-12-29,比亚迪宋车机版2.8.2音质变差，驾驶侧音量变小,2.8.2版本 导航时压低声音，驾驶位除了高德播报声音，结束后也不会恢复，驾驶位音乐声音很小。 现在自带音乐播放器播放音乐，然后导航，会出现驾驶侧音量很小，语音播报后还是很小。或者我调整设置压低音量，现在就完全压不住了！2.8.1及以前版本没这个问题  
90,28793,求助中,地图数据,2017-12-28,新版本用wifi热点更新导航地图数据时总是报网络出错，然....,新版本用wifi热点更新导航地图数据时总是报网络出错，然后暂停下载数据，等手动点全部下载按钮后又继续下载，反反复复N次真是无语了  
91,28795,求助中,导航,2017-12-29,2.8.2版本使用,换成2.8.2版本后，短距离行驶，发现有几个问题：反应迟钝，车已经调头了，才说左转；卡顿现象，时间6秒左右；搜星慢、少。
92,28752,求助中,,2017-12-28,关于高德最新版,昨天更新了最新版，发觉没有原来的好用，原来设置好的语音，和配图颜色，隔几个小时再启动车子，又会变会最初的设置，无法保存数据，旧版则没这个情况！希望重视
93,28781,求助中,地图数据,2017-12-28,最新版本V2.8.2会自动删 除旧2.81的旧数据，更新成2.82的新..., 本帖最后由 wjyuan 于 2017-12-28 17:19 编辑   如果选择 在线下载更新数据的话，最新版本V2.8.2会自动删 除旧2.81的旧数据，更新成2.82的新版数据吗？还是要自己用文件管理方式去手动删除旧地图呢?如果不手动删除旧地图数据的话，会不会造成新旧数据重复同时存在，多占用存储空间？
94,28792,求助中,用户建议,2017-12-28,2.82, 本帖最后由 心碎fy买醉 于 2017-12-28 22:48 编辑   现在车机只装高德，首先感谢高德的无私，今天使用高德跑了几圈，说句实在的，这是我用高德车机版最差的版本：闪退，播报延迟，用的林志玲语音会自动回到官方默认，(之前的版本没这些现象）看了大家的反馈，也有如此问题，请高德的工程师尽早修复!
95,28743,求助中,用户建议,2017-12-27,2.8.2读取离线地图数据缓慢,在系统里下载好离线地图后，再点进去想查看一下离线地图数据就停在“正在检查数据，请耐心等待这个界面” 很久才有反应。请优化下下读取速度
96,28798,求助中,,2017-12-29,1229版本更新了神马？,求解，不能写得详细些吗？
97,27706,求助中,导航,2017-10-3,请重视车机版的这两个问题！！！！！！,两年来用了好几个车载导航，高德车机版我整体是很满意的，但是有两个问题让我很头疼，总有想放弃高德车机版的冲动，又有点不舍得，想想还是注册账号来说一下，希望能解决我的两个比较在意的问题。    1、现在的车机版，只要过了违章拍摄点，会出现咚的一声，似乎是提示已安全通过的意思，但是这个声音一播放完，压低的音乐声音就不会自动恢复回来，需要手动的去调节一下高德的声音大小，随意调大或者调小都可以让音乐再恢复回来，如果不这样做就需要等导航的下一次语音播报后才能自动恢复回来。简单讲就是，只要有人声播报的，压低的音乐都能在导航人声播报完自动恢复回来，如果是咚的一声就不会自动恢复回来。我见之前有人反应过这个问题，但是一直没有得到解决。另外，不要再讲换什么其它音乐播放器试一下，，，我已经把其它的播放器都试过了，包括QQ音乐播放器，网易云音乐播放器，酷狗音乐播放器等等，结果都是一样的问题，所以请重视这个问题，这么久了也该给大家解决了。    2、算是一个强烈建议，巡航的状态下，导航会显示当前的时速，但是导航的时候却没有显示当前的时速，我个人还是建议在导航的过程中也能显示出当前的时速！
98,28765,求助中,导航,2017-12-28,车机2.8.2地图界面拖动卡顿, 本帖最后由 济局济段 于 2017-12-28 11:26 编辑   我在官网下载的2.8.2。设备是红米3S与小米5s。下载了全国离线数据，在地图界面拖动光标，不管开不开实时路况都有有卡顿和飞屏现象。望程序员尽快解决此bug
99,28813,已解决,用户建议,2017-12-29,地图数据下载出错,2017-12-26更新全国数据下载出错。下到99%，就出错停止了。                                                            amapZLRqXBFh 获得最佳答案
100,28787,已解决,导航,2017-12-28,导航设置问题,升级到最新版程序和最新地图，设置了导航语音和限行车牌号，退出就恢复默认设置，无法保存，联网和不联网都试过，都不能保存，APK程序有问题，之前的版本都很好。                                                            amap_136****3235A5xmXXuNH 获得最佳答案
101,27885,求助中,适配,2017-10-17,长安CS75 2017款地图数据恢复问题？？,2017款长安CS75，出厂自带高德长安定制版1.6。  近期手动升级高德2.8公众版，升级过程中安装程序自动把原1.6版地图数据删除了。  高德2.8公众版各功能都可以正常使用，但是车辆仪表板不能显示导航图标（原1.6版可以同步显示），另外导航音量无法单独设置，听广播时导航无声，听音乐时导航声音很小，就算设置了自动降低音乐音量，导航音量还是太小。（原1.6版可以单独设置导航音量）    现在想恢复原来的1.6版，重置车机系统恢复出厂设置，系统版本显示导航版本已还原为1.6，但是启动导航后提示U盘导入数据。下载了CS75 2017款数据后，放U盘根目录，目录名amapauto。（U盘没问题是fat32格式，车机可以正常识别）                -d075f1f75e0d80b.jpg (46.08 KB， 下载次数: 0)    下载附件        2017-10-17 17:03 上传                              760b30369a5856a9.jpg (36.77 KB， 下载次数: 0)    下载附件        2017-10-17 17:03 上传                请问如何恢复高德1.6 长安CS75适配地图数据？
102,28810,求助中,导航,2017-12-29,为什么车机版没有北斗，全是国外的,为什么车机版没有北斗，全是国外的，有的时候右拐 竟然让我左拐，你在开玩笑吗，那是死路。
103,28808,求助中,地图数据,2017-12-29,请小德检查专用数据，好像只有114kb,
104,28809,求助中,,2017-12-29,最新版全国的地图无法下载,下到99就出差
105,28807,求助中,车友分享,2017-12-29,关于2.8.2版本设置无法保存的解决方案,&nbsp; &nbsp;&nbsp;&nbsp;设置不能保存非程序本身问题！！！&nbsp; &nbsp;&nbsp;&nbsp;你可以这样将设置来保存（我亲测成功）  &nbsp; &nbsp;&nbsp;&nbsp;1、删除旧版所有数据，删除旧版程序时先清除应用数据再卸载  &nbsp; &nbsp;&nbsp;&nbsp;2、安装新版应用，首次启动后切记先不要登入高德帐户，将程序设置全都设置好后退出一次后重进程序再登入    &nbsp; &nbsp;&nbsp; &nbsp;我的理解是在应用安装后没设置的前提下提前登入高德帐户，程序会读取云端的设置，当重启机车后在没读取到云端数据时是默认的程序设置。    &nbsp; &nbsp;&nbsp; &nbsp;另外在巡航模式下，比例尺会自动放大到25米的问题，我试过几次有时会有时也不会。这与设置中的“自动比例尺”放大选项无关（测试后得出的）最大的可能是当熄火关机时是在导航的，到达后程序正好有一个路口放大过程，结束后停留在了25米，这样下次启动后就是25米（手动缩小到100米，下次启动仍然是25米）。如果熄火前导航结束后停留在100米，那下次启动时就是100米。  
106,28760,求助中,导航,2017-12-28,关于2.8.2的几个问题，不知道机友们是否有同样的问题。,关于2.8.2的几个问题，不知道机友们是否有同样的问题。  1、关闭了导航声音，但是重新启动后声音会自动开启；  2、无法设置显示状态栏；  3、路口放大图好像少了不少；  4、新的地图很多地名没有之前显示的多；  5、地图主题太黑，不够醒目。  6、导航播报时设置的是压低音乐声音，但是实际效果是关闭音乐声音。  
107,28796,求助中,,2017-12-29,升级2.82以后短程不走高速了,选择高速优先也选择不了高速路
108,28802,求助中,导航,2017-12-29,你们没发现2.8.2的一个神奇的BUG吗, 本帖最后由 灵哲 于 2017-12-29 10:04 编辑   软件打开过一次以后不管你怎么弄后台退出，结束进程，关机重启.神奇的高德都会在后台播报，还有更神奇的是已经在后台播报了 再打开高德进行导航居然2个提示音都有啊!都有啊!都有啊!&nbsp;&nbsp;当场懵逼了! NB  
109,28794,求助中,导航,2017-12-28,2.8.2路口放大图，太大了，反而不直观了。能不能这样修改,借用别的帖子中的图片，路口放大图，很美观，但是放得太大，反而不直观了。    能不能做成类似百度导航那种：    1、直行或没有转弯时，地图自动缩小到500米，或全程状态。  2、接近变道或转弯时，地图自动放大到100米，或50米状态。    个人感觉这样设置很实用也很直观，导航过程中，只要不变道，没必要看导航，偶尔看一眼，了解一下自己大概到了总行程的什么地方就可以了，到了要变道的时候提前放大到很清晰的状态，让自己操作一目了然。    还有一点建议，导航左侧的文字信息区域，能不能放大一点，或者后台设置一个选项，可以自己设置文字信息的比例。因为现在的车机导航，有的很宽，所以目前这个样式，只在左边一点点地方，如果能自己设置一个全屏的占比就好了。            最后祝，高德车机小组过年发10个月+的奖金
110,28759,已解决,用户建议,2017-12-28,最新2.8.2车机版语音播报问题,最新2.8.2车机版语音不能默认选择其它语音，每次重启后都是标准女音。比如我选择了林志玲语音后，下次开机后又变为了默认的标准女音。车友们你们有没有发现这个问题？                                                            amapUwmCSTHm 获得最佳答案
111,28805,求助中,用户建议,2017-12-29,2.8.2的问题,昨天试用了导航，出现的问题：1.经常编航，重新计算路径，稍为几秒的GPS信号不好，就出现，频繁。  2.导航过程中变2D，我选的是3D，想不明白。3.设置保存不了
112,28804,求助中,,2017-12-29,天之眼车机导航新版2.82使用出现的情况, 本帖最后由 不可不信缘2017 于 2017-12-29 11:53 编辑   设置无法保存，只要重启或熄火。以前保存的设置都会变成默认。显示是高亮，选择的林志玲声音也会变成标准女声，巡航车位移动不卡，导航车位移动卡顿，就象凯立德的那么种感觉，每次自动恢复后，高亮的白天模式，无法3D显示。比例尺调成10都不能3D，还是平面。还有闪退严重，今天早上上班试下了，10公里的路在路上闪退了三次。声明一下，我们这款车机以前使用的所有版本包括2.81都很好用，从来没有出现2.82这么严重的问题。一点小建议，我的天之眼导航目前腾讯地图使用比较流畅，无论巡航导航，而且车速显示巡航导航都有，关键是它的路状更新没有高德好。建议高德借鉴一下腾讯地图。  升级今天的最新版后，好象设置可以保存了，但导航卡顿的情况无法解决。可能现在的高德要向他们自己开发的系统阿里YunOS靠拢。
113,28789,求助中,,2017-12-28,最新版2.8.2版本彻底光荣了, 本帖最后由 子战 于 2017-12-28 20:26 编辑     &nbsp; &nbsp; 新出来版本有说好的，有说坏的，我抱着试试的心态，觉的应该可以    &nbsp; &nbsp; 结果光荣了，一塌糊涂。。。限速的地方，我超速了也告诉我，我超速了，只报限速多少    &nbsp; &nbsp; 农村的治安摄像头给我报前面限速拍照，醉了，问题太多    &nbsp; &nbsp;&nbsp;&nbsp;果断已经卸载，恢复原来的2.8.0版本    &nbsp; &nbsp;&nbsp;&nbsp;我是联网情况用的，以前从不会有这么些问题。。。。。
114,28748,求助中,地图数据,2017-12-27,再次提出：济南二环东、南高架路延长相关错误, 本帖最后由 济局济段 于 2017-12-28 11:10 编辑   济南二环东、南高架路延长线老虎山隧道、港沟互通等在百度地图已经改为正确线路，你们高德不管是网页版还是车机版数据都没有改动。并且今晚（12.27）24时上述高架将通车。你们的效率可不高                111.jpg (74.14 KB， 下载次数: 0)    下载附件      老虎山隧道正确路线  5&nbsp;天前 上传                老虎山隧道正确路线                    222.jpg (49.67 KB， 下载次数: 0)    下载附件      港沟互通  5&nbsp;天前 上传                港沟互通  
115,28786,求助中,,2017-12-28,我的导航车机版  适合安装哪个高德地图版本,            无标题.jpg (150 KB， 下载次数: 0)    下载附件      10寸  4&nbsp;天前 上传                10寸的&nbsp;&nbsp;这款 适合安装哪个高德导航？？？ 给连接  谢谢    想升级导航地图
116,28735,求助中,,2017-12-27,关于2.8.2版本路口放大图的问题，小德进来解决下,最新的路口放大图为什么少了那么多，精简了吗？我今天跑原来的路&nbsp;&nbsp;以前的2.8.1有的路口放大图 到了最新2.8.2&nbsp;&nbsp;居然没有了？？？  是你们精简了路口放大图？还是你们的新引擎导致了路口放大图出现了bug？尽快排查下！！！！！
117,28788,已解决,用户建议,2017-12-28,收藏里面没有删除功能，建议增加, 本帖最后由 hxbgzb 于 2017-12-28 20:12 编辑   点击收藏地点后进入收藏夹，对收藏条目没有删除功能啊，建议添加。PS：2.82版本                                                            amap_138****8393SGY20GtU 获得最佳答案
118,28806,求助中,地图数据,2017-12-29,下载时快完成时出错。,file:///d:\Documents\Tencent Files\46568554\Image\C2C\V(T@T]~93US0PLYRDBFELA9.pngfile:///d:\Documents\Tencent Files\46568554\Image\C2C\V(T@T]~93US0PLYRDBFELA9.pngfile:///d:\Documents\Tencent Files\46568554\Image\C2C\V(T@T]~93US0PLYRDBFELA9.pngfile:///d:\Documents\Tencent Files\46568554\Image\C2C\V(T@T]~93US0PLYRDBFELA9.png下载时快完成时出错。试了很多次都下载不了，怎么办？  
119,28763,求助中,车友分享,2017-12-28,高车车机版微信讨论群，欢迎加入,高车车机版微信讨论群，欢迎加入，大家一起反馈使用心得，给官方提提建议                2018.jpg (32.39 KB， 下载次数: 1)    下载附件        4&nbsp;天前 上传              
120,20846,已解决,车友分享,2016-10-26,天天报到贴, 本帖最后由 蓝天看月 于 2016-10-31 09:45 编辑   每天都来看一眼                                                          amap_188****3925qHfvuXAN 获得最佳答案
121,28762,已解决,,2017-12-28,2.8.2安装后默认导航内存储卡，选更改时就让等待，10多分...,2.8.2安装后默认导航内存储卡，选更改时就让等待，10多分钟停那不动，试了几次都一样，改回2.8.1后  切换地图卡路径非常流畅！！                                                            amap_138****9177BOn6qZ0bK 获得最佳答案
122,28791,求助中,车友分享,2017-12-28,关于长安CS75恢复老版本的问题，别让某些人骗了！,别让某些人发贴骗人，开了一个群要收100激活码的费用，我知道方法了，同时感谢ID为小-莱的朋友，看了他的回复我才有所悟！那人是个渣子，我说我找到方法了，把我从群里T了。 查看下边这个贴48楼的方法！  http://lbsbbs.amap.com/forum.php?mod=viewthread&amp;tid=27885&amp;extra=&amp;highlight=%E9%95%BF%E5%AE%89%2BCS75&amp;page=5  最后一步找不到注册码的话，直接连WIFI，在线激活即可！
123,28526,求助中,导航,2017-12-11,长安cs55恢复原厂高德地图,长安CS55，出厂自带高德长安定制版1.6。  近期手动升级高德2.8公众版，升级过程中安装程序自动把原1.6版地图数据删除了。  高德2.8公众版各功能都可以正常使用，但是车辆仪表板不能显示导航图标（原1.6版可以同步显示），另外导航音量无法单独设置，听广播时导航无声，听音乐时导航声音很小，就算设置了自动降低音乐音量，导航音量还是太小。（原1.6版可以单独设置导航音量）我能恢复长安CS55款原厂恢复原机高德地图  长安CS55恢复原厂恢复高德地图数据恢复
124,28431,求助中,,2017-12-4,长安CS75 2017款我能恢复原厂恢复高德地图数据恢复, 本帖最后由 武剑จุ๊บ.... 于 2017-12-6 07:42 编辑   2017款长安CS75，出厂自带高德长安定制版1.6。  近期手动升级高德2.8公众版，升级过程中安装程序自动把原1.6版地图数据删除了。  高德2.8公众版各功能都可以正常使用，但是车辆仪表板不能显示导航图标（原1.6版可以同步显示），另外导航音量无法单独设置，听广播时导航无声，听音乐时导航声音很小，就算设置了自动降低音乐音量，导航音量还是太小。（原1.6版可以单独设置导航音量）我能恢复长安CS75 2017款原厂恢复原机高德地图  2017款长安CS75复原厂恢复高德地图数据恢复群号174657838
125,28467,求助中,,2017-12-6,2017款长安CS75复原厂恢复高德地图数据恢复, 本帖最后由 武剑จุ๊บ.... 于 2017-12-8 16:30 编辑   2017款长安CS75，出厂自带高德长安定制版1.6。  近期手动升级高德2.8公众版，升级过程中安装程序自动把原1.6版地图数据删除了。  高德2.8公众版各功能都可以正常使用，但是车辆仪表板不能显示导航图标（原1.6版可以同步显示），另外导航音量无法单独设置，听广播时导航无声，听音乐时导航声音很小，就算设置了自动降低音乐音量，导航音量还是太小。（原1.6版可以单独设置导航音量）我能恢复长安CS75 2017款原厂恢复原机高德地图  2017款长安CS75复原厂恢复高德地图数据恢复
126,28784,求助中,导航,2017-12-28,新版本2.82安装,今天装新版高德，卸载2.81，手动删除amapauto8文件夹，把2.82.apk和amapauto9放U盘安装，程序装完自动认到U盘的新版文件夹为离线数据，很顺利！目前还没有上路不知道新版使用怎样。联想到前段时间装凯行，想把离线数据放U盘上用，折腾半天也不行，安装文件夹也与网上说明的不同，闹心！相比之下高德还是很人性化的。
127,28774,求助中,导航,2017-12-28,2.8.2版本3D巡航模式下比例尺无法更改（重启软件后）,2.8.2版本3D巡航模式下比例尺无法更改，重启软件后会恢复到默认的25米。2D车头朝上模式下没这个问题。                TIM截图20171228143236.png (148.18 KB， 下载次数: 0)    下载附件        4&nbsp;天前 上传              
128,28783,求助中,,2017-12-28,车机版和手机版数据能不能共享合并,请问车机版的驾驶成就等 能不能和手机版的合并啊，在车机查看以前的记录很不方便，想在手机上查看。
129,28782,求助中,,2017-12-28,能不能把升级包放出来,我是长安车，每次升级高德只能跟随incall系统一起升级  自己升级的不好用    高德能不能把升级包单独放出来  比如这次的2.1版本升级包  我们这些不想升级车机系统只想升级高德的好有个选择  说不定有高手能移植到最新版高德，你们还省事了  
130,28779,求助中,,2017-12-28,请问在2D模式的自动比例尺什么时候才有啊？有计划做这个...,请问在2D模式的自动比例尺什么时候才有啊？有计划做这个功能吗？希望高德能重视，谢谢啦
131,28771,求助中,,2017-12-28,求助：车机内存小，如何将高德导航数据安装在U盘？,如题。较老的车机，现在导航地图数据越来越大，只能选择将数据装在U盘上。本人小白鼠。请教如何将地图数据安装在U盘上？谢了！
132,28777,已解决,,2017-12-28,2.81和2.82最新版的APK问题,今天刚看到APK升级到2.82，就下载了 结果2.82各种BUG&nbsp;&nbsp;现在想回到2.81 数据也是2.81的7.2G数据 各位伙伴谁有2.81的APK发我一下 谢谢1187358728@qq.com                                                            amap_189****1040BP9U1DRWr 获得最佳答案
133,28773,求助中,用户建议,2017-12-28,建议,你好，对于高德地图我提出几点建议，望采纳1、首先就是意见和反馈机制，因为这个是高德和用户之间的纽带，而且是很多公司不重视的环节，意见和建议也是设计师的情报站，如果不重视的话，高德必将失去一部分用户的支持，对于用户的报错和意见进行更正与采纳的同时，必须向用户作出相应的反馈，若只接收意见不进行反馈，则是对发布问题用户的不尊重，若连看都不看的话，那会提出意见的用户对高德失去信心，而且这也是很多公司不重视的环节，意见和建议也是设计师的情报站，如果不重视的话，高德必将失去一部分用户的支持。2、高德的导航已经做的非常不错了，这个毋庸质疑，但是如果想让高德试着更上一个台阶，那就需要更好的创新思想，首先可以尝试提高高德地图跟用户的互动性，因为增强了互动性就等于增强了用户对高德地图使用上的乐趣，要知道，导航软件那么多，而且行业里百度地图也非常不错，要让用户选择高德地图，那么提高地图的使用乐趣肯定会留住一部分人的心。3、增强互动性只是最基本的，高德如果需要突破的话，那就要将高德的前景扩大，可以进行适当的跨界，如果成功了，那么这种跨界就可以形成很多分支，最后形成一个庞大的体系，这就跟原来的百度一样，从简单的搜索慢慢跨界，最后越做越大，高德自然也可以，就看跨界的着力点在哪里，首先要发挥本身的优势，利用本身的优势来进行这个跨度，既然很多APP都在利用地图来做跨界，那么地图软件为什么不能利用他们来进行跨界呢？4、高德对收集建议的平台，做的一般，其实很多公司收集建议做的都很一般，不过这样并不好，因为有很多关于对高德启发性建议根本就无法让策划们看到，要知道没有更好的策划方案，对高德的未来是有很大的影响的，我建议设计一个收集建议的平台，让所有的网民为高德共同策划，我想这比花大价钱请个设计师效果更好。再有就是内部员工的任用问题，就像底层的客服人员一样，如果想通过自身努力将自己的能力全部发挥出来，获得理想的位置，非常难，就算自己非常有能力，但是想获得成功的概率实在是太低了，就和买彩票的概率一样。假如你是千里马，但没有伯乐；你是英雄，但没有慧眼，那是多么的悲哀，所以伯乐和慧眼要比千里马和英雄更有价值，如果我们自己创造出来慧眼和伯乐，来找出英雄和千里马，那创造出来的价值不言而喻。
134,28761,求助中,导航,2017-12-28,高德2.8.2导航过程中3D模式自动变成2D模式,今天刚刚好下载了最新的2.8.2版本，说实话等更新等日子真漫长啊，先说好的方面！现在导航路径规划的界面已经可以非常清楚的显示路名了，这个功能必须点赞，规划路径的时候可以很直观判断我要走哪条路不用在硬着头皮去差了！接下来说说新版本的问题1，在3D导航模式中我发先路况显示前面有点堵车然后我点击路径全览看看堵了多远，然后我点击继续导航，这下好了地图模式是3D模式但是画面变成了2D模式，手动切换地图模式一圈之后画面对码了，然后导航快到目的地的时候自动推荐停车场跳出来画面又变成了2D，这个算是bug吧！问题2就是导航语音设置不能保存会自动变成默认女音！以上问题有车友遇到吗
135,28753,求助中,图面,2017-12-28,2.8.2黑夜模式仍然有bug, 本帖最后由 范八一 于 2017-12-28 08:56 编辑   设置黑夜模式+高亮（别问我为什么，白天模式即使在白天都很刺眼），车机重启后，就会自动变成白天模式的样子（但是设置里面仍然是黑夜模式）。  今天早晨出门早，碰巧赶上天亮过度，启动后，发现画面依然是黑夜模式，我还以为2.8.2升版后，把这个bug修复了。没想到过了一会儿，竟然自动变成白天模式了！！我可是设置的“黑夜”模式，不是“自动”模式！  这是一个bug，是日夜模式的设置被强制为“自动”，而设置的“黑夜”只能在设置里形式上保存，实际上仍然是“自动”模式！  看看下面两张图，设置同样是“黑夜”模式+高亮，一个是白天时间重启之后的样子，一个是正确的黑夜模式。                IMG_20171226_175411.jpg (242.28 KB， 下载次数: 0)    下载附件      错误的黑夜模式  4&nbsp;天前 上传                            QQ图片20171228084108.jpg (457.15 KB， 下载次数: 0)    下载附件      正确的黑夜模式  4&nbsp;天前 上传              
136,28766,求助中,,2017-12-28,广东今天开通6条高速,详情看http://news.southcn.com/gd/conte ... ntent_179946139.htm
137,28685,求助中,图面,2017-12-26,“夜间模式”重启后丢失的问题什么时候解决？, 本帖最后由 范八一 于 2017-12-26 17:26 编辑   高德车机我设置了“夜间模式”+“高亮显示”（不是自动），每次启动后，画面都会变成白天模式。必须手动到设置里（设置里仍然是夜间模式），将夜间模式改成白天模式、再改成夜间模式，画面才能正常显示夜间模式。  几乎每次都出错。无论巡航还是导航模式。
138,28732,求助中,导航,2017-12-27,新版本感觉不错！,吉利远景SUV车型，以前是2.8.1版本，先重启机车系统，恢复出厂设置后再安装2.8.2APP，用U盘拷入3.0地图数据。总体感觉搜星快满流畅的，特别是语音播报比较及时，不像以前有滞后感。那些说卡顿的，最好先恢复下出厂设置到原始版本后再安装升级，地图我也只下了紧临的几个省，没必要全国数据都拷贝。
139,28330,已解决,车友分享,2017-11-22,你认为高德车机版2017年会实现区间测速吗,                                                            amap_135****0196KkSu9UMH 获得最佳答案
140,28767,求助中,,2017-12-28,车机版罗永浩语音怎么没有像手机一样，我是罗永浩，请.....,车机版罗永浩语音怎么没有像手机一样，我是罗永浩，请镇定一点，我要开始导航了的语音包
141,28744,求助中,用户建议,2017-12-27,给车机版一个小小的建议, 本帖最后由 小彭0601 于 2017-12-27 21:24 编辑   不能添加图片&nbsp;&nbsp;我也是醉了    将高德地图和比例尺移到右下角&nbsp;&nbsp;  腾出来的空间可以增加一个卡片  高速的时候显示下一个出口信息      服务区信息希望增加到三个  
142,28768,求助中,导航,2017-12-28,高德机车版地图如何根据记录的轨迹进行导航,根据行车轨迹，再次进行导航？
